state,year,new_401k_plans,new_401k_with_employees,new_esrp_plans,establishments,employment,rate_per_1000_estabs,esrp_rate_per_1000_estabs,with_employees_rate_per_1000_estabs,first_treatment_year,treated,event_time,cohort
NE,2017,219,208,246,54954.0,833472.0,3.9851512173818104,4.476471230483678,3.7849838046366053,inf,0,,0
NE,2018,184,177,216,54875.0,845616.0,3.353075170842825,3.93621867881549,3.225512528473804,inf,0,,0
NE,2019,191,183,220,54939.0,856242.0,3.4765831194597645,4.004441289430096,3.3309670725713976,inf,0,,0
NE,2020,197,187,293,54791.0,866139.0,3.5954810096548706,5.347593582887701,3.4129692832764507,inf,0,,0
NE,2021,254,247,420,55542.0,851783.0,4.573115840265025,7.561845090202009,4.447085088761658,inf,0,,0
NE,2022,305,275,336,56319.0,890050.0,5.415579111845026,5.966015021573536,4.882899199204531,inf,0,,0
NE,2023,289,264,316,56503.0,923066.0,5.1147726669380384,5.592623400527406,4.6723182839849215,inf,0,,0
NE,2024,308,227,324,56503.0,923066.0,5.451037997982408,5.734208803072403,4.017485797214307,inf,0,,0
NH,2017,249,240,272,38371.0,603923.0,6.4892757551275695,7.08868676865341,6.2547236194000675,inf,0,,0
NH,2018,243,234,261,38375.0,612420.0,6.332247557003257,6.801302931596092,6.09771986970684,inf,0,,0
NH,2019,279,269,290,38494.0,620164.0,7.247882786927833,7.533641606484127,6.988102041876656,inf,0,,0
NH,2020,266,254,288,38350.0,621263.0,6.936114732724903,7.509778357235985,6.6232073011734025,inf,0,,0
NH,2021,328,305,353,38825.0,586840.0,8.448164842240825,9.092079845460399,7.8557630392788145,inf,0,,0
NH,2022,313,277,320,39348.0,615249.0,7.954660973874149,8.132560740063028,7.0397478906170585,inf,0,,0
NH,2023,296,260,322,39298.0,628166.0,7.53218993332994,8.19380121125757,6.616112779276299,inf,0,,0
NH,2024,328,237,347,39298.0,628166.0,8.346480736933177,8.8299659015726,6.030841264186472,inf,0,,0
NJ,2017,1665,1608,1871,233907.0,3679443.0,7.1182136490143515,7.998905547931442,6.874527055624672,2024.0,0,-7.0,2024
NJ,2018,1790,1733,1998,233806.0,3739076.0,7.655919865187377,8.545546307622558,7.4121280035585055,2024.0,0,-6.0,2024
NJ,2019,1702,1630,1861,233888.0,3805357.0,7.276987275961144,7.956799835818854,6.969147626214256,2024.0,0,-5.0,2024
NJ,2020,1587,1491,1795,232761.0,3819722.0,6.8181525255519615,7.71177302039431,6.405712297163185,2024.0,0,-4.0,2024
NJ,2021,1910,1781,2102,233950.0,3570543.0,8.164137636247062,8.984825817482369,7.61273776447959,2024.0,0,-3.0,2024
NJ,2022,2236,2051,2375,237499.0,3813702.0,9.414776483269403,10.000042105440443,8.635825835056147,2024.0,0,-2.0,2024
NJ,2023,2001,1827,2119,237968.0,3945019.0,8.408693605862974,8.904558596113763,7.677502857527062,2024.0,0,-1.0,2024
NJ,2024,2129,1722,2241,237968.0,3945019.0,8.946581052914679,9.41723256908492,7.236267061117461,2024.0,1,0.0,2024
NM,2017,150,143,163,44039.0,626466.0,3.4060718908240424,3.7012647880287926,3.247121869252254,inf,0,,0
NM,2018,160,160,175,43830.0,631393.0,3.650467716176135,3.9926990645676477,3.650467716176135,inf,0,,0
NM,2019,170,165,190,43804.0,644537.0,3.880924116519039,4.337503424344809,3.766779289562597,inf,0,,0
NM,2020,188,178,203,43587.0,651756.0,4.313212655149472,4.657351962741184,4.083786450088329,inf,0,,0
NM,2021,178,169,188,43953.0,606085.0,4.0497804472959755,4.277296202762042,3.8450162673765163,inf,0,,0
NM,2022,231,201,245,44850.0,639118.0,5.150501672240803,5.462653288740245,4.481605351170569,inf,0,,0
NM,2023,200,177,212,44861.0,658702.0,4.458215376384833,4.725708298967922,3.945520608100577,inf,0,,0
NM,2024,223,144,236,44861.0,658702.0,4.970910144669088,5.260694144134103,3.20991507099708,inf,0,,0
NV,2017,442,417,490,66430.0,1191625.0,6.653620352250489,7.37618545837724,6.27728435947614,inf,0,,0
NV,2018,486,468,538,67845.0,1221809.0,7.1633871324342255,7.929840076645295,6.898076497899623,inf,0,,0
NV,2019,473,443,523,68567.0,1261577.0,6.898362185891172,7.627575947613283,6.460833928857905,inf,0,,0
NV,2020,557,515,611,70621.0,1275946.0,7.887172370824542,8.651817448067854,7.292448421857521,inf,0,,0
NV,2021,681,624,739,73505.0,1157850.0,9.264675872389633,10.0537378409632,8.489218420515611,inf,0,,0
NV,2022,714,615,755,76393.0,1286578.0,9.346406084327096,9.883104472922911,8.050475828937207,inf,0,,0
NV,2023,671,603,712,77297.0,1345222.0,8.68080261847161,9.211224238974346,7.801078955198779,inf,0,,0
NV,2024,844,654,875,77297.0,1345222.0,10.918923114739254,11.319973608290102,8.460871702653403,inf,0,,0
NY,2017,3255,3126,3660,547034.0,8261269.0,5.950270001498993,6.690626176800711,5.714452849365853,inf,0,,0
NY,2018,3469,3371,3832,547194.0,8410206.0,6.33961629696232,7.003000763897265,6.160520765944071,inf,0,,0
NY,2019,3402,3228,3769,547351.0,8597216.0,6.215390124435691,6.885892233685515,5.897495391439862,inf,0,,0
NY,2020,3395,3143,3758,537369.0,8617513.0,6.31781885445569,6.993332328437257,5.848867351856917,inf,0,,0
NY,2021,3588,3300,3940,535758.0,7887280.0,6.697053520432733,7.35406657483416,6.159497385013383,inf,0,,0
NY,2022,4244,3763,4545,540271.0,8429776.0,7.855317053848902,8.412444865632247,6.96502310877319,inf,0,,0
NY,2023,4112,3665,4380,541313.0,8767091.0,7.596344443972341,8.09143693205225,6.770574510495776,inf,0,,0
NY,2024,3962,2878,4112,541313.0,8767091.0,7.319240439450003,7.596344443972341,5.31670216676858,inf,0,,0
OH,2017,1148,1107,2001,253001.0,4815946.0,4.537531472207619,7.909059647985582,4.375476776771634,inf,0,,0
OH,2018,1205,1148,2192,251937.0,4878062.0,4.782941767187829,8.700587845374043,4.556694729237865,inf,0,,0
OH,2019,1185,1120,2731,250981.0,4916956.0,4.721472940182723,10.881301771847271,4.462489192408987,inf,0,,0
OH,2020,1229,1159,3678,249857.0,4978720.0,4.918813561357096,14.720420080285923,4.638653309693145,inf,0,,0
OH,2021,1276,1176,3066,252241.0,4822238.0,5.058654223540185,12.155042201703926,4.662207967776848,inf,0,,0
OH,2022,1332,1206,3154,254594.0,4963808.0,5.231859352537765,12.388351650078164,4.736953738108518,inf,0,,0
OH,2023,1187,1023,2373,255049.0,5081279.0,4.654007661272932,9.304094507329964,4.010993965865382,inf,0,,0
OH,2024,1233,895,2242,255049.0,5081279.0,4.8343651612043175,8.790467714047104,3.5091296182302223,inf,0,,0
OK,2017,284,275,343,93674.0,1360720.0,3.0317911053227147,3.6616350321327156,2.9357132181822063,inf,0,,0
OK,2018,340,326,387,93561.0,1385228.0,3.633992796143692,4.136338859140026,3.4843577986554224,inf,0,,0
OK,2019,337,321,360,93761.0,1404725.0,3.5942449419268137,3.839549492859504,3.423598297799725,inf,0,,0
OK,2020,329,306,371,93595.0,1405824.0,3.515145039799134,3.9638869597734923,3.269405416956034,inf,0,,0
OK,2021,362,335,398,94751.0,1346568.0,3.8205401526105267,4.200483372207153,3.535582737913056,inf,0,,0
OK,2022,440,394,472,95748.0,1390468.0,4.595396248485608,4.9296068847391075,4.114968458871203,inf,0,,0
OK,2023,380,316,414,96402.0,1431690.0,3.9418269330511815,4.29451671127155,3.2779402916951934,inf,0,,0
OK,2024,448,332,479,96402.0,1431690.0,4.64720648949192,4.968776581398727,3.44391195203419,inf,0,,0
OR,2017,636,601,684,117357.0,1596637.0,5.419361435619519,5.828369845854955,5.121126136489515,2017.0,1,0.0,2017
OR,2018,826,797,889,118586.0,1629432.0,6.965409070210649,7.496669084040275,6.720860809876377,2017.0,1,1.0,2017
OR,2019,968,883,1017,119074.0,1643425.0,8.129398525286796,8.540907334934579,7.415556712632481,2017.0,1,2.0,2017
OR,2020,852,788,885,118927.0,1664087.0,7.164058624198037,7.4415397680930315,6.625913375431987,2017.0,1,3.0,2017
OR,2021,876,787,907,120704.0,1575613.0,7.257423117709438,7.514249734888653,6.520082184517498,2017.0,1,4.0,2017
OR,2022,951,793,994,122397.0,1666806.0,7.769798279369592,8.121114079593454,6.478916966919124,2017.0,1,5.0,2017
OR,2023,1321,1114,1363,122451.0,1697911.0,10.787988664853696,11.130983005447078,9.097516557643466,2017.0,1,6.0,2017
OR,2024,1117,706,1146,122451.0,1697911.0,9.122016153400136,9.358845579047946,5.765571534736344,2017.0,1,7.0,2017
PA,2017,1458,1403,1648,302772.0,5433660.0,4.815504736237169,5.443039646995098,4.633849893649347,inf,0,,0
PA,2018,1518,1466,1680,303492.0,5478025.0,5.001779289075166,5.535566011624689,4.830440341096306,inf,0,,0
PA,2019,1563,1492,1737,303224.0,5557885.0,5.1546051763712635,5.7284383821861065,4.920454845262908,inf,0,,0
PA,2020,1582,1496,1736,302018.0,5574417.0,5.2380983914866,5.7480017747286585,4.953347151494282,inf,0,,0
PA,2021,1835,1695,2006,304633.0,5279905.0,6.023641562141987,6.584972737687644,5.564072178654315,inf,0,,0
PA,2022,1958,1778,2083,307685.0,5584830.0,6.3636511367144974,6.769910785381153,5.778637242634513,inf,0,,0
PA,2023,1814,1649,1961,307065.0,5713846.0,5.907544005340889,6.386270007978767,5.370198492175923,inf,0,,0
PA,2024,1742,1322,1850,307065.0,5713846.0,5.67306596323254,6.024783026395063,4.305277384267175,inf,0,,0
RI,2017,217,215,227,28783.0,435978.0,7.5391724281694055,7.886599729006705,7.4696869680019455,inf,0,,0
RI,2018,215,208,230,28748.0,442449.0,7.478781132600529,8.00055656045638,7.235285932934465,inf,0,,0
RI,2019,188,181,196,28801.0,444948.0,6.52755112669699,6.805319259747925,6.284504010277421,inf,0,,0
RI,2020,201,188,213,28586.0,445846.0,7.031413978870775,7.451199888057091,6.576645910585602,inf,0,,0
RI,2021,195,180,208,28989.0,412761.0,6.726689433923212,7.17513539618476,6.209251785159888,inf,0,,0
RI,2022,195,171,206,29490.0,439021.0,6.612410986775178,6.985418786029162,5.798575788402848,inf,0,,0
RI,2023,209,185,218,29510.0,444256.0,7.082344967807522,7.387326330057608,6.26906133514063,inf,0,,0
RI,2024,271,211,284,29510.0,444256.0,9.183327685530328,9.623856319891562,7.150118603863097,inf,0,,0
SC,2017,541,518,621,109238.0,1866451.0,4.952489060583313,5.684834947545726,4.74193961808162,inf,0,,0
SC,2018,524,505,595,110325.0,1903609.0,4.74960344436891,5.393156582823476,4.577384998866984,inf,0,,0
SC,2019,536,504,603,111926.0,1949406.0,4.788878366063291,5.387488161821203,4.5029751800296625,inf,0,,0
SC,2020,556,528,643,113383.0,1986776.0,4.903733363908169,5.671044160059268,4.656782762848046,inf,0,,0
SC,2021,716,660,810,116896.0,1936015.0,6.125102655351766,6.929236244182864,5.646044347111963,inf,0,,0
SC,2022,791,703,854,120769.0,2013315.0,6.549694044001358,7.071351091753678,5.821030231267957,inf,0,,0
SC,2023,813,722,865,122958.0,2067143.0,6.61201385839067,7.034922493859692,5.871923746319882,inf,0,,0
SC,2024,816,640,861,122958.0,2067143.0,6.636412433513883,7.002391060362075,5.205029359618732,inf,0,,0
SD,2017,79,78,84,27099.0,359643.0,2.915236724602384,3.099745378058231,2.8783349939112144,inf,0,,0
SD,2018,85,82,92,27100.0,359771.0,3.1365313653136533,3.394833948339483,3.025830258302583,inf,0,,0
SD,2019,60,59,65,27108.0,358943.0,2.213368747233289,2.397816142836063,2.1764792681127343,inf,0,,0
SD,2020,78,76,92,27236.0,364440.0,2.863856660302541,3.377882214715817,2.7904244382435013,inf,0,,0
SD,2021,118,111,140,27951.0,363923.0,4.221673643161246,5.008765339343852,3.971235376194054,inf,0,,0
SD,2022,121,108,129,28857.0,373863.0,4.193090064802301,4.470319159995841,3.7425927851127976,inf,0,,0
SD,2023,133,122,144,29106.0,383805.0,4.56950456950457,4.94743351886209,4.191575620147049,inf,0,,0
SD,2024,113,88,116,29106.0,383805.0,3.8823610252181684,3.985432556861128,3.0234315948601664,inf,0,,0
TN,2017,565,537,670,137918.0,2650007.0,4.096637132208994,4.857959077132789,3.8936179468959815,inf,0,,0
TN,2018,656,640,744,138269.0,2683214.0,4.744375094923663,5.380815656437814,4.628658629193818,inf,0,,0
TN,2019,646,611,733,139760.0,2724545.0,4.622209502003435,5.244705208929593,4.3717801946193475,inf,0,,0
TN,2020,633,585,730,140905.0,2760605.0,4.492388488698059,5.1807955714843335,4.151733437422377,inf,0,,0
TN,2021,808,757,901,144457.0,2704416.0,5.593359961787937,6.2371501554095685,5.240313726576074,inf,0,,0
TN,2022,951,833,1022,147924.0,2846881.0,6.428977042264947,6.908953246261594,5.631270111678971,inf,0,,0
TN,2023,869,760,957,150129.0,2971417.0,5.7883553477342815,6.374517914593449,5.062313077420086,inf,0,,0
TN,2024,871,625,945,150129.0,2971417.0,5.801677224253808,6.29458665547629,4.163086412352044,inf,0,,0
TX,2017,2861,2721,3454,592677.0,10580160.0,4.827249918589721,5.827794903463437,4.591033564656635,inf,0,,0
TX,2018,3093,2978,3602,600747.0,10794596.0,5.148590005443223,5.9958684770793695,4.957161667057846,inf,0,,0
TX,2019,3361,3129,3776,609476.0,11104054.0,5.514573174333362,6.195485958429865,5.133918316717967,inf,0,,0
TX,2020,3393,3195,3984,618272.0,11210906.0,5.487875886341286,6.443765850628849,5.167628487138346,inf,0,,0
TX,2021,3994,3594,4521,638183.0,10798364.0,6.25839296878795,7.084174915345598,5.631613502710038,inf,0,,0
TX,2022,4527,3912,4901,657362.0,11507642.0,6.88661650658237,7.455557212007995,5.951058929478735,inf,0,,0
TX,2023,4191,3644,4602,670878.0,12012629.0,6.247037464337778,6.859667480525521,5.431688026735115,inf,0,,0
TX,2024,4427,3123,4774,670878.0,12012629.0,6.598815283851907,7.116047925256157,4.655093772638244,inf,0,,0
UT,2017,491,476,548,80140.0,1282455.0,6.126778138258048,6.838033441477415,5.939605690042426,inf,0,,0
UT,2018,511,501,556,82260.0,1337574.0,6.212010697787503,6.75905664964746,6.090444930707513,inf,0,,0
UT,2019,474,459,523,83924.0,1373876.0,5.647967208426672,6.231828797483438,5.469234068919499,inf,0,,0
UT,2020,527,494,583,86927.0,1405666.0,6.062558238521978,6.706776950774788,5.682929354515858,inf,0,,0
UT,2021,677,618,724,90301.0,1433829.0,7.497148425820312,8.017629926578886,6.843778031251039,inf,0,,0
UT,2022,652,567,699,93706.0,1521640.0,6.957932256205579,7.459500992465797,6.0508398608413545,inf,0,,0
UT,2023,620,546,669,95494.0,1579974.0,6.492554506042265,7.005675749261734,5.717636710159801,inf,0,,0
UT,2024,721,523,774,95494.0,1579974.0,7.550212578800762,8.105221270446311,5.476783881709846,inf,0,,0
VA,2017,1096,1048,1198,201893.0,3310542.0,5.42861812940518,5.9338362399885085,5.190868430307143,2023.0,0,-6.0,2023
VA,2018,1153,1115,1239,202379.0,3386839.0,5.697231432114992,6.122176708057654,5.509464914838002,2023.0,0,-5.0,2023
VA,2019,1205,1130,1315,203467.0,3455993.0,5.922336300235419,6.462964510215416,5.553726157067239,2023.0,0,-4.0,2023
VA,2020,1172,1092,1265,204131.0,3483867.0,5.741411152642176,6.197000945471291,5.349505954509604,2023.0,0,-3.0,2023
VA,2021,1385,1271,1497,206271.0,3340509.0,6.714467860242109,7.257442878543276,6.161796859471278,2023.0,0,-2.0,2023
VA,2022,1461,1273,1586,209244.0,3494956.0,6.982279061765212,7.579667756303645,6.083806465179408,2023.0,0,-1.0,2023
VA,2023,1729,1552,1817,210842.0,3581650.0,8.200453420096565,8.61782756756244,7.360962237125431,2023.0,1,0.0,2023
VA,2024,1811,1330,1947,210842.0,3581650.0,8.589370239326131,9.234403012682483,6.308041092381973,2023.0,1,1.0,2023
VT,2017,66,65,74,21158.0,258876.0,3.1193874657340013,3.4974950373381226,3.072124019283486,inf,0,,0
VT,2018,85,82,98,21019.0,261282.0,4.043960226461773,4.6624482610971025,3.9012322184690045,inf,0,,0
VT,2019,89,85,99,20829.0,261196.0,4.272888760862259,4.7529886216333,4.080848816553844,inf,0,,0
VT,2020,97,91,102,20540.0,258423.0,4.722492697176241,4.965920155793574,4.4303797468354436,inf,0,,0
VT,2021,112,102,125,20696.0,239758.0,5.4116737533822965,6.039814456899884,4.928488596830306,inf,0,,0
VT,2022,162,142,172,20868.0,254471.0,7.7630822311673375,8.242284838029518,6.804677017442975,inf,0,,0
VT,2023,133,120,139,20841.0,256460.0,6.38165155222878,6.669545607216544,5.7578810997552905,inf,0,,0
VT,2024,161,122,168,20841.0,256460.0,7.725157142171681,8.061033539657407,5.853845784751212,inf,0,,0
WA,2017,1096,1047,1184,191045.0,2768660.0,5.736868277107488,6.1974927373131985,5.480384202674763,inf,0,,0
WA,2018,1076,1036,1152,193817.0,2847481.0,5.5516285981105895,5.94375106414814,5.345248352827667,inf,0,,0
WA,2019,1171,1079,1254,195105.0,2898378.0,6.001896414751032,6.427308372414854,5.5303554496296865,inf,0,,0
WA,2020,1162,1076,1316,194967.0,2959864.0,5.959982971477224,6.749860232757339,5.518882682710408,inf,0,,0
WA,2021,1305,1159,1430,198854.0,2821109.0,6.562603719311656,7.191205608134611,5.828396713166444,inf,0,,0
WA,2022,1500,1275,1576,202005.0,2978277.0,7.42555877329769,7.801787084478107,6.311724957303037,inf,0,,0
WA,2023,1324,1141,1404,202177.0,3056235.0,6.548717213135025,6.944410096103909,5.643569743343703,inf,0,,0
WA,2024,1452,937,1513,202177.0,3056235.0,7.181825825885239,7.483541649149013,4.63455289177305,inf,0,,0
WI,2017,605,589,676,142136.0,2561381.0,4.2564867450892105,4.7560083300500935,4.143918500590983,inf,0,,0
WI,2018,680,662,724,141666.0,2602148.0,4.800022588341593,5.110612285234284,4.672963166885491,inf,0,,0
WI,2019,659,633,717,141635.0,2610712.0,4.652804744589967,5.06230804532778,4.469234299431637,inf,0,,0
WI,2020,683,643,797,141326.0,2599347.0,4.832797928194387,5.6394435560335685,4.549764374566605,inf,0,,0
WI,2021,681,629,768,142496.0,2518727.0,4.7790815180777,5.389624971929036,4.414158993936672,inf,0,,0
WI,2022,828,741,888,144443.0,2600303.0,5.732365015957852,6.14775378523016,5.1300513005130055,inf,0,,0
WI,2023,841,763,891,144774.0,2642958.0,5.809054111926174,6.154419992540097,5.270283338168456,inf,0,,0
WI,2024,802,592,851,144774.0,2642958.0,5.539668725047315,5.878127288048959,4.089132026468841,inf,0,,0
WV,2017,88,85,109,36522.0,549413.0,2.40950659876239,2.984502491648869,2.327364328350036,inf,0,,0
WV,2018,93,91,132,35963.0,554567.0,2.5859911575786225,3.670439062369658,2.5303784445124156,inf,0,,0
WV,2019,106,100,145,35795.0,554433.0,2.961307445173907,4.050845090096383,2.793686269031988,inf,0,,0
WV,2020,74,72,104,35323.0,542148.0,2.0949522973699857,2.9442572827902502,2.0383319650086347,inf,0,,0
WV,2021,104,100,143,35316.0,519122.0,2.944840865330162,4.049156189828973,2.8315777551251555,inf,0,,0
WV,2022,110,99,160,35530.0,540468.0,3.0959752321981426,4.503236701379116,2.7863777089783284,inf,0,,0
WV,2023,125,109,160,35839.0,551240.0,3.487820530706772,4.464410279304668,3.041379502776305,inf,0,,0
WV,2024,112,71,137,35839.0,551240.0,3.125087195513268,3.822651301654622,1.9810820614414464,inf,0,,0
WY,2017,51,47,100,21148.0,201864.0,2.411575562700965,4.728579534707774,2.222432381312654,inf,0,,0
WY,2018,72,70,89,21336.0,205786.0,3.374578177727784,4.171353580802399,3.2808398950131235,inf,0,,0
WY,2019,84,77,113,21578.0,207016.0,3.892853832607285,5.236815274816943,3.568449346556678,inf,0,,0
WY,2020,84,72,102,21770.0,206266.0,3.8585209003215435,4.6853468075333025,3.307303628847037,inf,0,,0
WY,2021,97,85,120,22474.0,198810.0,4.316098602829937,5.339503426181365,3.7821482602118004,inf,0,,0
WY,2022,131,116,145,23196.0,208024.0,5.6475254354199,6.25107777202966,5.0008622176237285,inf,0,,0
WY,2023,146,126,155,23865.0,212203.0,6.117745652629373,6.494866959983239,5.279698302954117,inf,0,,0
WY,2024,189,123,199,23865.0,212203.0,7.919547454431176,8.338571129268804,5.153991200502828,inf,0,,0
