state,year,new_401k_plans,new_401k_with_employees,new_esrp_plans,establishments,employment,susb_firms_all,susb_estabs_all,susb_firms_0_4,susb_estabs_0_4,susb_firms_5_9,susb_estabs_5_9,susb_firms_10_19,susb_estabs_10_19,susb_firms_20_99,susb_estabs_20_99,susb_firms_100_499,susb_estabs_100_499,susb_firms_500plus,susb_estabs_500plus,susb_firms_5plus,susb_estabs_5plus,rate_per_1000_estabs,esrp_rate_per_1000_estabs,with_employees_rate_per_1000_estabs,new_401k_per_1000_firms,new_401k_per_1000_firms_5plus,new_401k_with_employees_per_1000_firms,new_401k_with_employees_per_1000_firms_5plus,esrp_rate_per_1000_firms,first_treatment_year,treated,event_time,cohort
PA,2023,1814,1649,1961,307065.0,5713846.0,234852.0,307685.0,133528.0,133675.0,40980.0,41408.0,26066.0,27399.0,24046.0,30821.0,5624.0,15979.0,4608.0,58403.0,101324.0,174010.0,5.907544005340889,6.386270007978767,5.370198492175923,7.72401342121847,17.90296474675299,7.021443291945565,16.27452528522364,8.349939536388876,inf,0,,0
PA,2024,1742,1322,1850,307065.0,5713846.0,234852.0,307685.0,133528.0,133675.0,40980.0,41408.0,26066.0,27399.0,24046.0,30821.0,5624.0,15979.0,4608.0,58403.0,101324.0,174010.0,5.67306596323254,6.024783026395063,4.305277384267175,7.417437364808475,17.192372981722,5.629077035750174,13.047254352374562,7.8773014494234666,inf,0,,0
RI,2017,217,215,227,28783.0,435978.0,24229.0,28783.0,13813.0,13831.0,3944.0,3969.0,2467.0,2543.0,2277.0,2704.0,580.0,1273.0,1148.0,4463.0,10416.0,14952.0,7.5391724281694055,7.886599729006705,7.4696869680019455,8.956209501011186,20.833333333333332,8.873663791324445,20.64132104454685,9.36893804944488,inf,0,,0
RI,2018,215,208,230,28748.0,442449.0,24412.0,28748.0,13928.0,13942.0,3923.0,3946.0,2557.0,2645.0,2273.0,2648.0,586.0,1261.0,1145.0,4306.0,10484.0,14806.0,7.478781132600529,8.00055656045638,7.235285932934465,8.807144027527444,20.507439908431895,8.520399803375389,19.839755818389925,9.42159593642471,inf,0,,0
RI,2019,188,181,196,28801.0,444948.0,24430.0,28801.0,13919.0,13938.0,3971.0,4001.0,2521.0,2604.0,2269.0,2620.0,564.0,1247.0,1186.0,4391.0,10511.0,14863.0,6.52755112669699,6.805319259747925,6.284504010277421,7.695456406058125,17.88602416516031,7.408923454768726,17.220055180287318,8.022922636103152,inf,0,,0
RI,2020,201,188,213,28586.0,445846.0,24184.0,28586.0,13680.0,13697.0,3967.0,3999.0,2494.0,2572.0,2278.0,2640.0,561.0,1233.0,1204.0,4445.0,10504.0,14889.0,7.031413978870775,7.451199888057091,6.576645910585602,8.311280185246444,19.135567402894132,7.7737347006285145,17.897943640517898,8.807476017201456,inf,0,,0
RI,2021,195,180,208,28989.0,412761.0,24654.0,28989.0,14458.0,14473.0,3980.0,4009.0,2418.0,2539.0,2068.0,2417.0,548.0,1187.0,1182.0,4364.0,10196.0,14516.0,6.726689433923212,7.17513539618476,6.209251785159888,7.909467023606717,19.12514711651628,7.301046483329277,17.653981953707337,8.436764825180498,inf,0,,0
RI,2022,195,171,206,29490.0,439021.0,25033.0,29490.0,14469.0,14484.0,3979.0,4007.0,2500.0,2598.0,2256.0,2678.0,587.0,1265.0,1242.0,4458.0,10564.0,15006.0,6.612410986775178,6.985418786029162,5.798575788402848,7.789717572803899,18.458917076864825,6.830983102304957,16.18705035971223,8.229137538449246,inf,0,,0
RI,2023,209,185,218,29510.0,444256.0,25033.0,29490.0,14469.0,14484.0,3979.0,4007.0,2500.0,2598.0,2256.0,2678.0,587.0,1265.0,1242.0,4458.0,10564.0,15006.0,7.082344967807522,7.387326330057608,6.26906133514063,8.348979347261615,19.784172661870503,7.390244876762673,17.51230594471791,8.708504773698719,inf,0,,0
RI,2024,271,211,284,29510.0,444256.0,25033.0,29490.0,14469.0,14484.0,3979.0,4007.0,2500.0,2598.0,2256.0,2678.0,587.0,1265.0,1242.0,4458.0,10564.0,15006.0,9.183327685530328,9.623856319891562,7.150118603863097,10.825710062717214,25.65316168118137,8.428873886469859,19.973494888299886,11.345024567570807,inf,0,,0
SC,2017,541,518,621,109238.0,1866451.0,83040.0,109238.0,47317.0,47385.0,13867.0,14038.0,8996.0,9436.0,8044.0,10157.0,2158.0,5679.0,2658.0,22543.0,35723.0,61853.0,4.952489060583313,5.684834947545726,4.74193961808162,6.514932562620423,15.14430478963133,6.237957610789981,14.5004618872995,7.478323699421965,inf,0,,0
SC,2018,524,505,595,110325.0,1903609.0,84582.0,110325.0,48277.0,48357.0,14160.0,14337.0,9163.0,9561.0,8106.0,10079.0,2127.0,5399.0,2749.0,22592.0,36305.0,61968.0,4.74960344436891,5.393156582823476,4.577384998866984,6.195171549502258,14.4332736537667,5.970537466600459,13.909929761740807,7.034593648766878,inf,0,,0
SC,2019,536,504,603,111926.0,1949406.0,85633.0,111926.0,49079.0,49193.0,14272.0,14455.0,9052.0,9449.0,8236.0,10177.0,2181.0,5524.0,2813.0,23128.0,36554.0,62733.0,4.788878366063291,5.387488161821203,4.5029751800296625,6.259269206964605,14.66323794933523,5.885581493115971,13.787820758330142,7.04167785783518,inf,0,,0
SC,2020,556,528,643,113383.0,1986776.0,86988.0,113383.0,50267.0,50386.0,14317.0,14478.0,9089.0,9454.0,8290.0,10105.0,2166.0,5470.0,2859.0,23490.0,36721.0,62997.0,4.903733363908169,5.671044160059268,4.656782762848046,6.391686209592128,15.141199858391655,6.0698027314112295,14.378693390702868,7.391824159654205,inf,0,,0
SC,2021,716,660,810,116896.0,1936015.0,90446.0,116896.0,53383.0,53507.0,14725.0,14905.0,9244.0,9659.0,8093.0,9926.0,2125.0,5444.0,2876.0,23455.0,37063.0,63389.0,6.125102655351766,6.929236244182864,5.646044347111963,7.916325763438958,19.31845776110946,7.297171793114123,17.807516930631625,8.955619927912789,inf,0,,0
SC,2022,791,703,854,120769.0,2013315.0,93372.0,120769.0,54995.0,55069.0,14939.0,15146.0,9506.0,9964.0,8667.0,10946.0,2258.0,5823.0,3007.0,23821.0,38377.0,65700.0,6.549694044001358,7.071351091753678,5.821030231267957,8.471490382555798,20.611303645412615,7.529023690185495,18.318263543268102,9.146210855502721,inf,0,,0
SC,2023,813,722,865,122958.0,2067143.0,93372.0,120769.0,54995.0,55069.0,14939.0,15146.0,9506.0,9964.0,8667.0,10946.0,2258.0,5823.0,3007.0,23821.0,38377.0,65700.0,6.61201385839067,7.034922493859692,5.871923746319882,8.707107055648374,21.184563670948744,7.732510816947265,18.813351747140214,9.264019192049009,inf,0,,0
SC,2024,816,640,861,122958.0,2067143.0,93372.0,120769.0,54995.0,55069.0,14939.0,15146.0,9506.0,9964.0,8667.0,10946.0,2258.0,5823.0,3007.0,23821.0,38377.0,65700.0,6.636412433513883,7.002391060362075,5.205029359618732,8.73923660197918,21.262735492612766,6.854303217238573,16.676655288323737,9.221179796941268,inf,0,,0
SD,2017,79,78,84,27099.0,359643.0,22376.0,27099.0,12873.0,12892.0,3701.0,3732.0,2337.0,2475.0,1994.0,2847.0,573.0,1820.0,898.0,3333.0,9503.0,14207.0,2.915236724602384,3.099745378058231,2.8783349939112144,3.5305684662138006,8.313164263916658,3.485877726135145,8.207934336525307,3.7540221666070788,inf,0,,0
SD,2018,85,82,92,27100.0,359771.0,22456.0,27100.0,12994.0,13009.0,3667.0,3705.0,2319.0,2433.0,1997.0,2807.0,560.0,1803.0,919.0,3343.0,9462.0,14091.0,3.1365313653136533,3.394833948339483,3.025830258302583,3.785179907374421,8.983301627562883,3.6515853224082653,8.666243923060664,4.096900605628785,inf,0,,0
SD,2019,60,59,65,27108.0,358943.0,22426.0,27108.0,13081.0,13104.0,3619.0,3659.0,2269.0,2375.0,1951.0,2750.0,553.0,1807.0,953.0,3413.0,9345.0,14004.0,2.213368747233289,2.397816142836063,2.1764792681127343,2.6754659769909925,6.420545746388443,2.630874877374476,6.313536650615302,2.8984214750735755,inf,0,,0
SD,2020,78,76,92,27236.0,364440.0,22470.0,27236.0,12992.0,13022.0,3678.0,3719.0,2301.0,2409.0,1960.0,2681.0,545.0,1759.0,994.0,3646.0,9478.0,14214.0,2.863856660302541,3.377882214715817,2.7904244382435013,3.4712950600801067,8.229584300485334,3.382287494437027,8.018569318421608,4.094348019581664,inf,0,,0
SD,2021,118,111,140,27951.0,363923.0,23183.0,27951.0,13609.0,13637.0,3714.0,3766.0,2343.0,2450.0,1966.0,2695.0,543.0,1752.0,1008.0,3651.0,9574.0,14314.0,4.221673643161246,5.008765339343852,3.971235376194054,5.089936591467886,12.32504700229789,4.787991200448605,11.593900146229371,6.038907820385627,inf,0,,0
SD,2022,121,108,129,28857.0,373863.0,23788.0,28857.0,13881.0,13897.0,3812.0,3858.0,2385.0,2504.0,2089.0,2920.0,575.0,1868.0,1046.0,3810.0,9907.0,14960.0,4.193090064802301,4.470319159995841,3.7425927851127976,5.0865982848495035,12.213586353083679,4.540104254245838,10.901382860603613,5.4229023036825295,inf,0,,0
SD,2023,133,122,144,29106.0,383805.0,23788.0,28857.0,13881.0,13897.0,3812.0,3858.0,2385.0,2504.0,2089.0,2920.0,575.0,1868.0,1046.0,3810.0,9907.0,14960.0,4.56950456950457,4.94743351886209,4.191575620147049,5.5910543130990416,13.424851115372968,5.128636287203633,12.314525083274454,6.053472338994451,inf,0,,0
SD,2024,113,88,116,29106.0,383805.0,23788.0,28857.0,13881.0,13897.0,3812.0,3858.0,2385.0,2504.0,2089.0,2920.0,575.0,1868.0,1046.0,3810.0,9907.0,14960.0,3.8823610252181684,3.985432556861128,3.0234315948601664,4.750294266016479,11.406076511557485,3.6993442071632754,8.88260825678813,4.876408273078863,inf,0,,0
TN,2017,565,537,670,137918.0,2650007.0,99432.0,137918.0,52464.0,52559.0,18064.0,18289.0,11416.0,11951.0,11048.0,14540.0,3052.0,8153.0,3388.0,32426.0,46968.0,85359.0,4.096637132208994,4.857959077132789,3.8936179468959815,5.682275323839408,12.029466871061148,5.4006758387641804,11.433316300459888,6.73827339287151,inf,0,,0
TN,2018,656,640,744,138269.0,2683214.0,100279.0,138269.0,52613.0,52693.0,18239.0,18458.0,11737.0,12312.0,11284.0,14459.0,2982.0,7999.0,3424.0,32348.0,47666.0,85576.0,4.744375094923663,5.380815656437814,4.628658629193818,6.541748521624667,13.762430243779633,6.382193679633822,13.426761213443545,7.419300152574318,inf,0,,0
TN,2019,646,611,733,139760.0,2724545.0,100734.0,139760.0,53034.0,53132.0,18101.0,18308.0,11723.0,12271.0,11314.0,14449.0,3057.0,8160.0,3505.0,33440.0,47700.0,86628.0,4.622209502003435,5.244705208929593,4.3717801946193475,6.4129291004030415,13.542976939203355,6.065479381340958,12.80922431865828,7.276589830643079,inf,0,,0
TN,2020,633,585,730,140905.0,2760605.0,101824.0,140905.0,54072.0,54184.0,18117.0,18304.0,11695.0,12280.0,11289.0,14170.0,3064.0,8382.0,3587.0,33585.0,47752.0,86721.0,4.492388488698059,5.1807955714843335,4.151733437422377,6.2166090509113765,13.255989277936003,5.745207416719044,12.250795778187301,7.169233186675047,inf,0,,0
TN,2021,808,757,901,144457.0,2704416.0,105180.0,144457.0,56743.0,56869.0,18797.0,19000.0,12046.0,12684.0,11032.0,13985.0,2979.0,8309.0,3583.0,33610.0,48437.0,87588.0,5.593359961787937,6.2371501554095685,5.240313726576074,7.68206883437916,16.68146251832277,7.197185776763643,15.628548423725665,8.566267351207454,inf,0,,0
TN,2022,951,833,1022,147924.0,2846881.0,107606.0,147924.0,57788.0,57878.0,19042.0,19291.0,12051.0,12713.0,11818.0,15104.0,3157.0,8617.0,3750.0,34321.0,49818.0,90046.0,6.428977042264947,6.908953246261594,5.631270111678971,8.83779714885787,19.089485728050104,7.741204022080553,16.72086394475892,9.497611657342528,inf,0,,0
TN,2023,869,760,957,150129.0,2971417.0,107606.0,147924.0,57788.0,57878.0,19042.0,19291.0,12051.0,12713.0,11818.0,15104.0,3157.0,8617.0,3750.0,34321.0,49818.0,90046.0,5.7883553477342815,6.374517914593449,5.062313077420086,8.075757857368549,17.443494319322333,7.06280318941323,15.255530129672005,8.89355612140587,inf,0,,0
TN,2024,871,625,945,150129.0,2971417.0,107606.0,147924.0,57788.0,57878.0,19042.0,19291.0,12051.0,12713.0,11818.0,15104.0,3157.0,8617.0,3750.0,34321.0,49818.0,90046.0,5.801677224253808,6.29458665547629,4.163086412352044,8.094344181551214,17.483640451242525,5.808226307083248,12.545666225059215,8.782038176309872,inf,0,,0
TX,2017,2861,2721,3454,592677.0,10580160.0,442641.0,592677.0,256690.0,257077.0,75501.0,76423.0,48921.0,51332.0,44946.0,58420.0,10488.0,30029.0,6095.0,119396.0,185951.0,335600.0,4.827249918589721,5.827794903463437,4.591033564656635,6.463477174504847,15.385773671558637,6.147193775542709,14.632887158444966,7.803163285823048,inf,0,,0
TX,2018,3093,2978,3602,600747.0,10794596.0,452009.0,600747.0,263396.0,263784.0,76234.0,77193.0,50133.0,52504.0,45425.0,57624.0,10650.0,29399.0,6171.0,120243.0,188613.0,336963.0,5.148590005443223,5.9958684770793695,4.957161667057846,6.8427841038563395,16.39865756867236,6.588364390974516,15.78894349806217,7.968867876524583,inf,0,,0
TX,2019,3361,3129,3776,609476.0,11104054.0,458588.0,609476.0,268586.0,269016.0,77203.0,78223.0,49770.0,52071.0,45865.0,57815.0,10815.0,29540.0,6349.0,122811.0,190002.0,340460.0,5.514573174333362,6.195485958429865,5.133918316717967,7.329018639824853,17.689287481184408,6.823117918480205,16.468247702655763,8.23397036119567,inf,0,,0
TX,2020,3393,3195,3984,618272.0,11210906.0,466976.0,618272.0,276592.0,277159.0,76817.0,77818.0,50168.0,52475.0,46163.0,57685.0,10820.0,29430.0,6416.0,123705.0,190384.0,341113.0,5.487875886341286,6.443765850628849,5.167628487138346,7.265898033303639,17.821875787881336,6.841893373535257,16.781872426254306,8.531487699581993,inf,0,,0
TX,2021,3994,3594,4521,638183.0,10798364.0,486100.0,638183.0,293756.0,294438.0,80203.0,81382.0,51109.0,53508.0,44431.0,55994.0,10367.0,29762.0,6234.0,123099.0,192344.0,343745.0,6.25839296878795,7.084174915345598,5.631613502710038,8.216416375231434,20.76487959073327,7.393540423781115,18.685272220604748,9.30055544126723,inf,0,,0
TX,2022,4527,3912,4901,657362.0,11507642.0,500456.0,657362.0,301463.0,301915.0,81117.0,82269.0,52578.0,55245.0,47638.0,60755.0,11022.0,31022.0,6638.0,126156.0,198993.0,355447.0,6.88661650658237,7.455557212007995,5.951058929478735,9.045750275748517,22.749543953807418,7.816871013635565,19.658982979300777,9.79306872132615,inf,0,,0
TX,2023,4191,3644,4602,670878.0,12012629.0,500456.0,657362.0,301463.0,301915.0,81117.0,82269.0,52578.0,55245.0,47638.0,60755.0,11022.0,31022.0,6638.0,126156.0,198993.0,355447.0,6.247037464337778,6.859667480525521,5.431688026735115,8.374362581325832,21.061042348223303,7.281359400226993,18.312201936751546,9.19561360039644,inf,0,,0
TX,2024,4427,3123,4774,670878.0,12012629.0,500456.0,657362.0,301463.0,301915.0,81117.0,82269.0,52578.0,55245.0,47638.0,60755.0,11022.0,31022.0,6638.0,126156.0,198993.0,355447.0,6.598815283851907,7.116047925256157,4.655093772638244,8.84593250955129,22.247013714050244,6.240308838339434,15.69401938761665,9.53930015825567,inf,0,,0
UT,2017,491,476,548,80140.0,1282455.0,66567.0,80140.0,41219.0,41283.0,9471.0,9563.0,6515.0,6757.0,5802.0,7371.0,1464.0,3322.0,2096.0,11844.0,25348.0,38857.0,6.126778138258048,6.838033441477415,5.939605690042426,7.376027160605105,19.370364525800852,7.150690281971547,18.778601862079846,8.232307299412623,inf,0,,0
UT,2018,511,501,556,82260.0,1337574.0,68953.0,82260.0,43064.0,43101.0,9596.0,9680.0,6790.0,7043.0,5879.0,7254.0,1495.0,3390.0,2129.0,11792.0,25889.0,39159.0,6.212010697787503,6.75905664964746,6.090444930707513,7.410845068379912,19.73811271196261,7.265818746102418,19.351848275329292,8.063463518628632,inf,0,,0
UT,2019,474,459,523,83924.0,1373876.0,70562.0,83924.0,44412.0,44459.0,9641.0,9718.0,6763.0,7007.0,6036.0,7371.0,1519.0,3334.0,2191.0,12035.0,26150.0,39465.0,5.647967208426672,6.231828797483438,5.469234068919499,6.717496669595533,18.126195028680687,6.504917661064029,17.552581261950287,7.411921430798446,inf,0,,0
UT,2020,527,494,583,86927.0,1405666.0,73377.0,86927.0,46981.0,47038.0,9753.0,9832.0,6826.0,7084.0,6021.0,7339.0,1555.0,3497.0,2241.0,12137.0,26396.0,39889.0,6.062558238521978,6.706776950774788,5.682929354515858,7.182087029995775,19.96514623427792,6.732354825081429,18.714956811638125,7.945268953486788,inf,0,,0
UT,2021,677,618,724,90301.0,1433829.0,76663.0,90301.0,48972.0,49061.0,10303.0,10399.0,7255.0,7528.0,6293.0,7574.0,1555.0,3343.0,2285.0,12396.0,27691.0,41240.0,7.497148425820312,8.017629926578886,6.843778031251039,8.830857127949598,24.448376728901085,8.061255103504951,22.317720559026398,9.443929927083468,inf,0,,0
UT,2022,652,567,699,93706.0,1521640.0,79175.0,93706.0,50304.0,50357.0,10641.0,10727.0,7455.0,7736.0,6682.0,8361.0,1678.0,3618.0,2415.0,12907.0,28871.0,43349.0,6.957932256205579,7.459500992465797,6.0508398608413545,8.234922639722136,22.58321499082124,7.161351436690874,19.639084202140555,8.828544363751185,inf,0,,0
UT,2023,620,546,669,95494.0,1579974.0,79175.0,93706.0,50304.0,50357.0,10641.0,10727.0,7455.0,7736.0,6682.0,8361.0,1678.0,3618.0,2415.0,12907.0,28871.0,43349.0,6.492554506042265,7.005675749261734,5.717636710159801,7.8307546574044835,21.474836340964984,6.896116198294916,18.911710713172386,8.449636880328386,inf,0,,0
UT,2024,721,523,774,95494.0,1579974.0,79175.0,93706.0,50304.0,50357.0,10641.0,10727.0,7455.0,7736.0,6682.0,8361.0,1678.0,3618.0,2415.0,12907.0,28871.0,43349.0,7.550212578800762,8.105221270446311,5.476783881709846,9.106409851594568,24.973156454573797,6.605620461004105,18.115063558588204,9.775813072308178,inf,0,,0
VA,2017,1096,1048,1198,201893.0,3310542.0,153381.0,201893.0,88843.0,88940.0,25218.0,25486.0,16598.0,17298.0,15353.0,19383.0,3768.0,9803.0,3601.0,40983.0,64538.0,112953.0,5.42861812940518,5.9338362399885085,5.190868430307143,7.1456047359190515,16.98224301961635,6.832658543105079,16.2384951501441,7.810615395648743,2023.0,0,-6.0,2023
VA,2018,1153,1115,1239,202379.0,3386839.0,154617.0,202379.0,89782.0,89889.0,25293.0,25601.0,16809.0,17517.0,15340.0,19014.0,3758.0,9509.0,3635.0,40849.0,64835.0,112490.0,5.697231432114992,6.122176708057654,5.509464914838002,7.457136019971931,17.7836045345878,7.21136744342472,17.197501349579703,8.013349114262986,2023.0,0,-5.0,2023
VA,2019,1205,1130,1315,203467.0,3455993.0,154980.0,203467.0,90102.0,90249.0,25337.0,25627.0,16700.0,17407.0,15347.0,18876.0,3797.0,9746.0,3697.0,41562.0,64878.0,113218.0,5.922336300235419,6.462964510215416,5.553726157067239,7.775196799587043,18.573322235580626,7.2912633888243645,17.41730632880175,8.484965802038973,2023.0,0,-4.0,2023
VA,2020,1172,1092,1265,204131.0,3483867.0,155941.0,204131.0,91446.0,91600.0,24899.0,25168.0,16730.0,17415.0,15354.0,18812.0,3733.0,9573.0,3779.0,41563.0,64495.0,112531.0,5.741411152642176,6.197000945471291,5.349505954509604,7.5156629750995565,18.171951314055352,7.002648437550099,16.931545081014033,8.1120423750008,2023.0,0,-3.0,2023
VA,2021,1385,1271,1497,206271.0,3340509.0,159570.0,206271.0,95332.0,95548.0,25683.0,25999.0,16621.0,17313.0,14610.0,18217.0,3609.0,9342.0,3715.0,39852.0,64238.0,110723.0,6.714467860242109,7.257442878543276,6.161796859471278,8.679576361471455,21.560447087393754,7.96515635771135,19.785796569008998,9.381462680955067,2023.0,0,-2.0,2023
VA,2022,1461,1273,1586,209244.0,3494956.0,161687.0,209244.0,95589.0,95693.0,25822.0,26126.0,16962.0,17749.0,15630.0,19574.0,3801.0,9796.0,3883.0,40306.0,66098.0,113551.0,6.982279061765212,7.579667756303645,6.083806465179408,9.035976918366968,22.103543223698146,7.873236561999418,19.259281672667857,9.809075559568797,2023.0,0,-1.0,2023
VA,2023,1729,1552,1817,210842.0,3581650.0,161687.0,209244.0,95589.0,95693.0,25822.0,26126.0,16962.0,17749.0,15630.0,19574.0,3801.0,9796.0,3883.0,40306.0,66098.0,113551.0,8.200453420096565,8.61782756756244,7.360962237125431,10.693500405103688,26.158128838996642,9.5987927291619,23.48028684680323,11.237761848509775,2023.0,1,0.0,2023
VA,2024,1811,1330,1947,210842.0,3581650.0,161687.0,209244.0,95589.0,95693.0,25822.0,26126.0,16962.0,17749.0,15630.0,19574.0,3801.0,9796.0,3883.0,40306.0,66098.0,113551.0,8.589370239326131,9.234403012682483,6.308041092381973,11.200653113732088,27.398711004871554,8.225769542387452,20.121637568458954,12.041784435359677,2023.0,1,1.0,2023
VT,2017,66,65,74,21158.0,258876.0,18024.0,21158.0,10474.0,10480.0,3044.0,3075.0,1826.0,1928.0,1548.0,2101.0,362.0,1005.0,770.0,2569.0,7550.0,10678.0,3.1193874657340013,3.4974950373381226,3.072124019283486,3.6617842876165114,8.741721854304636,3.6063027075011096,8.609271523178808,4.105636928539725,inf,0,,0
VT,2018,85,82,98,21019.0,261282.0,17936.0,21019.0,10397.0,10406.0,2973.0,3004.0,1935.0,2041.0,1493.0,2014.0,364.0,1042.0,774.0,2512.0,7539.0,10613.0,4.043960226461773,4.6624482610971025,3.9012322184690045,4.73907225691347,11.274704868019631,4.571810883140053,10.87677410797188,5.463871543264942,inf,0,,0
VT,2019,89,85,99,20829.0,261196.0,17745.0,20829.0,10253.0,10263.0,2936.0,2958.0,1885.0,1995.0,1524.0,2037.0,364.0,1020.0,783.0,2556.0,7492.0,10566.0,4.272888760862259,4.7529886216333,4.080848816553844,5.015497323189631,11.87933796049119,4.790081713158636,11.345435130806193,5.579036348267118,inf,0,,0
VT,2020,97,91,102,20540.0,258423.0,17490.0,20540.0,10097.0,10106.0,2914.0,2938.0,1825.0,1951.0,1487.0,1957.0,366.0,1059.0,801.0,2529.0,7393.0,10434.0,4.722492697176241,4.965920155793574,4.4303797468354436,5.546026300743282,13.12051941025294,5.202973127501429,12.30894089003111,5.831903945111492,inf,0,,0
VT,2021,112,102,125,20696.0,239758.0,17695.0,20696.0,10518.0,10532.0,2894.0,2922.0,1739.0,1854.0,1398.0,1866.0,337.0,1026.0,809.0,2496.0,7177.0,10164.0,5.4116737533822965,6.039814456899884,4.928488596830306,6.329471602147499,15.605406158562074,5.7643402090986156,14.212066322976174,7.064142413111049,inf,0,,0
VT,2022,162,142,172,20868.0,254471.0,17855.0,20868.0,10370.0,10377.0,2969.0,2993.0,1811.0,1916.0,1496.0,1931.0,373.0,1075.0,836.0,2576.0,7485.0,10491.0,7.7630822311673375,8.242284838029518,6.804677017442975,9.073088770652477,21.64328657314629,7.952954354522543,18.97127588510354,9.633155978717447,inf,0,,0
VT,2023,133,120,139,20841.0,256460.0,17855.0,20868.0,10370.0,10377.0,2969.0,2993.0,1811.0,1916.0,1496.0,1931.0,373.0,1075.0,836.0,2576.0,7485.0,10491.0,6.38165155222878,6.669545607216544,5.7578810997552905,7.448893867264072,17.768871075484302,6.7208064967796135,16.03206412825651,7.784934192103052,inf,0,,0
VT,2024,161,122,168,20841.0,256460.0,17855.0,20868.0,10370.0,10377.0,2969.0,2993.0,1811.0,1916.0,1496.0,1931.0,373.0,1075.0,836.0,2576.0,7485.0,10491.0,7.725157142171681,8.061033539657407,5.853845784751212,9.01708204984598,21.509686038744153,6.832819938392607,16.299265197060787,9.409129095491458,inf,0,,0
WA,2017,1096,1047,1184,191045.0,2768660.0,155625.0,191045.0,93460.0,93566.0,26207.0,26448.0,16221.0,16906.0,13357.0,17324.0,3243.0,8745.0,3137.0,28056.0,62165.0,97479.0,5.736868277107488,6.1974927373131985,5.480384202674763,7.042570281124498,17.63049947719778,6.727710843373494,16.842274591812114,7.608032128514056,inf,0,,0
WA,2018,1076,1036,1152,193817.0,2847481.0,158905.0,193817.0,95332.0,95415.0,26617.0,26875.0,16934.0,17637.0,13605.0,17267.0,3243.0,8639.0,3174.0,27984.0,63573.0,98402.0,5.5516285981105895,5.94375106414814,5.345248352827667,6.771341367483716,16.925424315354,6.519618640067965,16.296226385415192,7.249614549573645,inf,0,,0
WA,2019,1171,1079,1254,195105.0,2898378.0,159795.0,195105.0,96436.0,96563.0,26635.0,26893.0,16481.0,17160.0,13737.0,17206.0,3286.0,8795.0,3220.0,28488.0,63359.0,98542.0,6.001896414751032,6.427308372414854,5.5303554496296865,7.328139178322225,18.481983617165678,6.752401514440376,17.02994049779826,7.847554679433023,inf,0,,0
WA,2020,1162,1076,1316,194967.0,2959864.0,159271.0,194967.0,96005.0,96111.0,26284.0,26579.0,16679.0,17327.0,13712.0,17112.0,3317.0,8787.0,3274.0,29051.0,63266.0,98856.0,5.959982971477224,6.749860232757339,5.518882682710408,7.295741220937898,18.366895330825404,6.7557810273056615,17.007555401005277,8.262646683953763,inf,0,,0
WA,2021,1305,1159,1430,198854.0,2821109.0,163294.0,198854.0,101410.0,101586.0,26778.0,27098.0,16239.0,17006.0,12506.0,15839.0,3139.0,8516.0,3222.0,28809.0,61884.0,97268.0,6.562603719311656,7.191205608134611,5.828396713166444,7.991720455130011,21.087841768470042,7.097627591950714,18.72858897291707,8.757210920180778,inf,0,,0
WA,2022,1500,1275,1576,202005.0,2978277.0,165410.0,202005.0,100675.0,100784.0,26987.0,27274.0,17158.0,18049.0,13909.0,17836.0,3285.0,9049.0,3396.0,29013.0,64735.0,101221.0,7.42555877329769,7.801787084478107,6.311724957303037,9.068375551659514,23.171391055843053,7.7081192189105865,19.695682397466594,9.527839912943595,inf,0,,0
WA,2023,1324,1141,1404,202177.0,3056235.0,165410.0,202005.0,100675.0,100784.0,26987.0,27274.0,17158.0,18049.0,13909.0,17836.0,3285.0,9049.0,3396.0,29013.0,64735.0,101221.0,6.548717213135025,6.944410096103909,5.643569743343703,8.004352820264796,20.4526145052908,6.898011002962336,17.625704796477947,8.487999516353304,inf,0,,0
WA,2024,1452,937,1513,202177.0,3056235.0,165410.0,202005.0,100675.0,100784.0,26987.0,27274.0,17158.0,18049.0,13909.0,17836.0,3285.0,9049.0,3396.0,29013.0,64735.0,101221.0,7.181825825885239,7.483541649149013,4.63455289177305,8.778187534006408,22.429906542056074,5.664711927936643,14.474395612883294,9.146968139773895,inf,0,,0
WI,2017,605,589,676,142136.0,2561381.0,109023.0,142136.0,58991.0,59079.0,19212.0,19426.0,12887.0,13579.0,12274.0,16859.0,2896.0,8411.0,2763.0,24782.0,50032.0,83057.0,4.2564867450892105,4.7560083300500935,4.143918500590983,5.549287764967025,12.092260952990086,5.402529741430707,11.772465622001919,6.200526494409437,inf,0,,0
WI,2018,680,662,724,141666.0,2602148.0,109196.0,141666.0,58976.0,59081.0,19124.0,19337.0,13086.0,13764.0,12348.0,16607.0,2825.0,8047.0,2837.0,24830.0,50220.0,82585.0,4.800022588341593,5.110612285234284,4.672963166885491,6.227334334591011,13.54042214257268,6.0624931316165425,13.18199920350458,6.6302794974174875,inf,0,,0
WI,2019,659,633,717,141635.0,2610712.0,108633.0,141635.0,58724.0,58825.0,18940.0,19171.0,12866.0,13546.0,12368.0,16511.0,2833.0,8181.0,2902.0,25401.0,49909.0,82810.0,4.652804744589967,5.06230804532778,4.469234299431637,6.066296613367945,13.2040313370334,5.826958658971031,12.68308321144483,6.6002043577918315,inf,0,,0
