state,year,new_401k_plans,new_401k_with_employees,new_esrp_plans,establishments,employment,susb_firms_all,susb_estabs_all,susb_firms_0_4,susb_estabs_0_4,susb_firms_5_9,susb_estabs_5_9,susb_firms_10_19,susb_estabs_10_19,susb_firms_20_99,susb_estabs_20_99,susb_firms_100_499,susb_estabs_100_499,susb_firms_500plus,susb_estabs_500plus,susb_firms_5plus,susb_estabs_5plus,rate_per_1000_estabs,esrp_rate_per_1000_estabs,with_employees_rate_per_1000_estabs,new_401k_per_1000_firms,new_401k_per_1000_firms_5plus,new_401k_with_employees_per_1000_firms,new_401k_with_employees_per_1000_firms_5plus,esrp_rate_per_1000_firms,first_treatment_year,treated,event_time,cohort
MA,2023,1633,1437,1712,183767.0,3487228.0,147493.0,182919.0,86641.0,86763.0,24326.0,24570.0,15270.0,15884.0,14105.0,17148.0,3622.0,8661.0,3529.0,29893.0,60852.0,96156.0,8.886252700430436,9.31614490087992,7.819684709441848,11.07171187785183,26.835601130611977,9.742835253198457,23.614671662394006,11.607330517380486,inf,0,,0
MA,2024,1716,1210,1770,183767.0,3487228.0,147493.0,182919.0,86641.0,86763.0,24326.0,24570.0,15270.0,15884.0,14105.0,17148.0,3622.0,8661.0,3529.0,29893.0,60852.0,96156.0,9.337911594573564,9.631761959437766,6.584424842327513,11.634450448495862,28.199566160520607,8.203779162400927,19.884309472161966,12.000569518553423,inf,0,,0
MD,2017,963,941,1060,139446.0,2335479.0,109974.0,139446.0,62765.0,62838.0,18100.0,18250.0,11859.0,12341.0,11374.0,13717.0,2917.0,6935.0,2959.0,25365.0,47209.0,76608.0,6.905899057699755,7.601508827789969,6.748131893349397,8.756615199956354,20.398652799254382,8.556567916052886,19.932639962718973,9.638641860803464,2022.0,0,-5.0,2022
MD,2018,961,933,1042,139497.0,2366053.0,110463.0,139497.0,63145.0,63231.0,18018.0,18180.0,12012.0,12464.0,11400.0,13544.0,2895.0,6962.0,2993.0,25116.0,47318.0,76266.0,6.889037040223088,7.469694688774669,6.688315877760812,8.699745616179174,20.30939600152162,8.446267075853452,19.71765501500486,9.433022822121435,2022.0,0,-4.0,2022
MD,2019,1005,969,1094,139449.0,2380865.0,110241.0,139449.0,62840.0,62945.0,17896.0,18053.0,12049.0,12525.0,11491.0,13547.0,2936.0,6880.0,3029.0,25499.0,47401.0,76504.0,7.206935869027387,7.845162030563145,6.948776972226406,9.116390453642474,21.20208434421215,8.789833183661251,20.442606696061265,9.923712593318276,2022.0,0,-3.0,2022
MD,2020,975,918,1050,139734.0,2405968.0,110541.0,139734.0,63546.0,63657.0,17501.0,17657.0,12044.0,12490.0,11469.0,13425.0,2939.0,6834.0,3042.0,25671.0,46995.0,76077.0,6.9775430460732535,7.514277126540427,6.569625144918201,8.820256737319186,20.74688796680498,8.304610958829755,19.533992977976382,9.498738024805276,2022.0,0,-2.0,2022
MD,2021,1199,1107,1259,141217.0,2283019.0,112425.0,141217.0,66106.0,66246.0,18086.0,18271.0,11856.0,12345.0,10610.0,12680.0,2779.0,6592.0,2988.0,25083.0,46319.0,74971.0,8.490479191598746,8.915357216199183,7.838999553878074,10.664887702913054,25.885705649949266,9.846564376250834,23.899479695157495,11.198576828997108,2022.0,0,-1.0,2022
MD,2022,1399,1257,1455,142481.0,2436501.0,113492.0,142481.0,65856.0,65936.0,18037.0,18206.0,12205.0,12701.0,11321.0,13633.0,2964.0,6944.0,3109.0,25061.0,47636.0,76545.0,9.818853040054464,10.21188790084292,8.82222892876945,12.326860042998625,29.368544798051893,11.075670531843654,26.387606012259635,12.820286892468191,2022.0,1,0.0,2022
MD,2023,1625,1451,1666,142967.0,2468367.0,113492.0,142481.0,65856.0,65936.0,18037.0,18206.0,12205.0,12701.0,11321.0,13633.0,2964.0,6944.0,3109.0,25061.0,47636.0,76545.0,11.366259346562494,11.653038813152685,10.149195268838264,14.318189828357946,34.112855823326896,12.78504211750608,30.460156184398354,14.679448771719592,2022.0,1,1.0,2022
MD,2024,1662,1256,1716,142967.0,2468367.0,113492.0,142481.0,65856.0,65936.0,18037.0,18206.0,12205.0,12701.0,11321.0,13633.0,2964.0,6944.0,3109.0,25061.0,47636.0,76545.0,11.6250603286073,12.002769869969994,8.785244147250765,14.64420399675748,34.88957930976572,11.066859338103125,26.366613485599128,15.12000845874599,2022.0,1,2.0,2022
ME,2017,199,198,213,41622.0,513745.0,34190.0,41622.0,21125.0,21138.0,5350.0,5402.0,3257.0,3432.0,2670.0,3814.0,654.0,2352.0,1134.0,5484.0,13065.0,20484.0,4.781125366392772,5.117485944932969,4.75709961078276,5.820415326118748,15.23153463451971,5.791167007897045,15.15499425947187,6.22989178122258,2024.0,0,-7.0,2024
ME,2018,182,175,192,41727.0,516240.0,34408.0,41727.0,21223.0,21247.0,5337.0,5394.0,3366.0,3553.0,2703.0,3761.0,623.0,2290.0,1156.0,5482.0,13185.0,20480.0,4.361684281160879,4.601337263642246,4.193927193423922,5.2894675656824,13.803564656806978,5.086026505463845,13.272658323852863,5.580097651708905,2024.0,0,-6.0,2024
ME,2019,176,168,188,41843.0,522191.0,34469.0,41843.0,21252.0,21279.0,5367.0,5433.0,3322.0,3498.0,2726.0,3702.0,633.0,2309.0,1169.0,5622.0,13217.0,20564.0,4.206199364290323,4.4929856845828455,4.015008484095309,5.106037308886245,13.31618370280699,4.87394470393687,12.710902625406675,5.454176216310308,2024.0,0,-5.0,2024
ME,2020,173,169,184,41646.0,520969.0,34280.0,41646.0,21082.0,21111.0,5417.0,5489.0,3212.0,3370.0,2731.0,3721.0,639.0,2242.0,1199.0,5713.0,13198.0,20535.0,4.154060413965326,4.418191422945781,4.0580127743360705,5.0466744457409565,13.108046673738444,4.929988331388564,12.804970450068192,5.367561260210035,2024.0,0,-4.0,2024
ME,2021,253,236,270,42519.0,504710.0,35130.0,42519.0,22124.0,22175.0,5496.0,5567.0,3168.0,3335.0,2541.0,3543.0,614.0,2183.0,1187.0,5716.0,13006.0,20344.0,5.950281050824338,6.350102307203839,5.550459794444836,7.201821804725306,19.45256035675842,6.717904924565898,18.145471320928802,7.685738684884714,2024.0,0,-3.0,2024
ME,2022,246,218,260,43185.0,533151.0,35533.0,43185.0,21949.0,21973.0,5657.0,5723.0,3282.0,3464.0,2764.0,3921.0,640.0,2291.0,1241.0,5813.0,13584.0,21212.0,5.696422368878083,6.020609007757323,5.048049091119602,6.92314186812259,18.109540636042404,6.135141980694002,16.04829210836278,7.317141811836884,2024.0,0,-2.0,2024
ME,2023,295,262,310,43345.0,548469.0,35533.0,43185.0,21949.0,21973.0,5657.0,5723.0,3282.0,3464.0,2764.0,3921.0,640.0,2291.0,1241.0,5813.0,13584.0,21212.0,6.80585996077979,7.151920636751644,6.044526473641712,8.302141671122618,21.716725559481745,7.373427518081783,19.287396937573615,8.724284467959361,2024.0,0,-1.0,2024
ME,2024,471,362,483,43345.0,548469.0,35533.0,43185.0,21949.0,21973.0,5657.0,5723.0,3282.0,3464.0,2764.0,3921.0,640.0,2291.0,1241.0,5813.0,13584.0,21212.0,10.866305225516207,11.14315376629369,8.351597646787404,13.255283820673741,34.67314487632508,10.187712830326738,26.648998822143696,13.592998058143134,2024.0,1,0.0,2024
MI,2017,1192,1160,1324,222553.0,3859949.0,174092.0,222553.0,98742.0,98881.0,30562.0,30853.0,19769.0,20729.0,17610.0,23031.0,4050.0,12003.0,3359.0,37056.0,75350.0,123672.0,5.356027552987379,5.949144698116854,5.212241578410536,6.846954483836132,15.819508958195089,6.663143625209659,15.39482415394824,7.605174275670335,inf,0,,0
MI,2018,1206,1168,1294,222656.0,3947891.0,174813.0,222656.0,99033.0,99181.0,30619.0,30960.0,19954.0,20878.0,17806.0,22880.0,4019.0,11677.0,3382.0,37080.0,75780.0,123475.0,5.416427134233976,5.811655648174763,5.245760275941362,6.898800432462116,15.914489311163898,6.681425294457505,15.413037740828715,7.402195488893847,inf,0,,0
MI,2019,1136,1082,1263,222226.0,3978872.0,173837.0,222226.0,98192.0,98359.0,30449.0,30827.0,19794.0,20714.0,17920.0,22894.0,4050.0,11831.0,3432.0,37601.0,75645.0,123867.0,5.111913097477343,5.683403382142504,4.868917228407118,6.534857366383451,15.017516028818823,6.224221540868745,14.303655231674268,7.265426807871742,inf,0,,0
MI,2020,1108,1040,1204,221060.0,4000120.0,172609.0,221060.0,97636.0,97829.0,29915.0,30300.0,19673.0,20561.0,17825.0,22634.0,4074.0,11815.0,3486.0,37921.0,74973.0,123231.0,5.0122138785849994,5.446485117162761,4.704605084592418,6.419132258456974,14.778653648646845,6.025178293136511,13.871660464433862,6.975302562438807,inf,0,,0
MI,2021,1407,1325,1505,224676.0,3768321.0,175075.0,224676.0,102005.0,102239.0,29989.0,30390.0,19157.0,20101.0,16684.0,21593.0,3828.0,11360.0,3412.0,38993.0,73070.0,122437.0,6.262351118944614,6.698534778970607,5.897381117698375,8.036555761816365,19.255508416586835,7.5681850635441945,18.133296838647873,8.596315864629444,inf,0,,0
MI,2022,1509,1365,1608,227870.0,3939076.0,177240.0,227870.0,101381.0,101524.0,30380.0,30701.0,19926.0,20887.0,18026.0,23658.0,3940.0,11535.0,3587.0,39565.0,75859.0,126346.0,6.622196866634485,7.056655110369948,5.990257603019265,8.513879485443466,19.892168364992948,7.701421800947867,17.99390975362185,9.07244414353419,inf,0,,0
MI,2023,1396,1222,1502,229564.0,4041074.0,177240.0,227870.0,101381.0,101524.0,30380.0,30701.0,19926.0,20887.0,18026.0,23658.0,3940.0,11535.0,3587.0,39565.0,75859.0,126346.0,6.081092854280287,6.542837727169766,5.323134289348504,7.876325885804558,18.40256264912535,6.89460618370571,16.10883349371861,8.474385014669375,inf,0,,0
MI,2024,1414,1040,1494,229564.0,4041074.0,177240.0,227870.0,101381.0,101524.0,30380.0,30701.0,19926.0,20887.0,18026.0,23658.0,3940.0,11535.0,3587.0,39565.0,75859.0,126346.0,6.159502360997369,6.507989057517729,4.530327054764685,7.977883096366508,18.639844975546737,5.867749943579327,13.709645526569028,8.42924847664184,inf,0,,0
MN,2017,872,847,954,151816.0,2685047.0,119376.0,151816.0,70908.0,70972.0,18349.0,18565.0,12220.0,12821.0,12032.0,15795.0,2981.0,8908.0,2886.0,24755.0,48468.0,80844.0,5.743795120408916,6.283922643199663,5.579122095167835,7.304650851092347,17.991251960056122,7.0952285216458915,17.475447718082034,7.991556091676719,inf,0,,0
MN,2018,839,809,914,151595.0,2729492.0,119781.0,151595.0,71242.0,71313.0,18209.0,18419.0,12406.0,13042.0,12066.0,15439.0,2934.0,8636.0,2924.0,24746.0,48539.0,80282.0,5.5344833272865195,6.029222599689963,5.336587618325142,7.004449787528907,17.285069737736666,6.753992703350281,16.667010033169202,7.630592497975472,inf,0,,0
MN,2019,818,781,891,151495.0,2729420.0,119278.0,151495.0,70927.0,71016.0,18207.0,18424.0,12225.0,12826.0,11995.0,15354.0,2963.0,8531.0,2961.0,25344.0,48351.0,80479.0,5.399518135912077,5.881382223835771,5.155285652991848,6.857928536695786,16.91795412711216,6.547728835158202,16.152716593245227,7.4699441640537225,inf,0,,0
MN,2020,767,720,823,150819.0,2738254.0,118723.0,150819.0,70580.0,70683.0,18008.0,18208.0,12241.0,12846.0,11996.0,15220.0,2900.0,8512.0,2998.0,25350.0,48143.0,80136.0,5.085566142196938,5.456872144756297,4.7739343186203325,6.460416263066129,15.931703466755293,6.064536778888674,14.955445236067549,6.932102456979692,inf,0,,0
MN,2021,934,876,1004,152836.0,2627416.0,120767.0,152836.0,73097.0,73226.0,18416.0,18675.0,12310.0,12931.0,11221.0,14536.0,2777.0,8424.0,2946.0,25044.0,47670.0,79610.0,6.1111256510246275,6.5691329267973515,5.731633908241514,7.7339008172762425,19.59303545206629,7.253637169094206,18.376337319068597,8.313529358185598,inf,0,,0
MN,2022,1058,944,1105,154314.0,2732522.0,121160.0,154314.0,72101.0,72179.0,18391.0,18597.0,12594.0,13259.0,12062.0,16000.0,2935.0,9072.0,3077.0,25207.0,49059.0,82135.0,6.856150446492218,7.160724237593478,6.117396995735967,8.732254869593925,21.56586966713549,7.791350280620668,19.242137018691782,9.120171673819742,inf,0,,0
MN,2023,939,823,1009,154455.0,2803410.0,121160.0,154314.0,72101.0,72179.0,18391.0,18597.0,12594.0,13259.0,12062.0,16000.0,2935.0,9072.0,3077.0,25207.0,49059.0,82135.0,6.079440613771001,6.532647049302386,5.328412806318993,7.750082535490261,19.140218920075828,6.79267084846484,16.775719032185734,8.327830967315945,inf,0,,0
MN,2024,1311,1029,1371,154455.0,2803410.0,121160.0,154314.0,72101.0,72179.0,18391.0,18597.0,12594.0,13259.0,12062.0,16000.0,2935.0,9072.0,3077.0,25207.0,49059.0,82135.0,8.487909099737788,8.876371758764689,6.662134602311353,10.820402773192473,26.722925457102672,8.49290194783757,20.974744695162965,11.315615714757346,inf,0,,0
MO,2017,554,541,665,150882.0,2517204.0,115355.0,150882.0,67778.0,67858.0,18478.0,18694.0,11732.0,12302.0,11498.0,15396.0,2797.0,7914.0,3072.0,28718.0,47577.0,83024.0,3.671743481661166,4.407417717156453,3.5855834360626186,4.802565991937931,11.64428190091851,4.689870400069351,11.371040628875296,5.764812968661956,inf,0,,0
MO,2018,558,541,1115,153710.0,2533694.0,118702.0,153710.0,71102.0,71185.0,18357.0,18562.0,11922.0,12486.0,11452.0,15063.0,2771.0,7654.0,3098.0,28760.0,47600.0,82525.0,3.630212738273372,7.253919718951272,3.519614859150348,4.700847500463345,11.722689075630251,4.55763171639905,11.365546218487395,9.393270543040556,inf,0,,0
MO,2019,568,539,1328,151816.0,2547310.0,116620.0,151816.0,69567.0,69660.0,18043.0,18255.0,11716.0,12288.0,11375.0,14782.0,2774.0,7733.0,3145.0,29098.0,47053.0,82156.0,3.7413711334773674,8.747431100806239,3.550350424197713,4.870519636425999,12.07149384736361,4.621848739495799,11.455167576987652,11.387412107700223,inf,0,,0
MO,2020,595,556,1599,150761.0,2566786.0,115641.0,150761.0,69004.0,69124.0,17778.0,17988.0,11574.0,12103.0,11368.0,14768.0,2755.0,7374.0,3162.0,29404.0,46637.0,81637.0,3.946644025974887,10.606191256359404,3.6879564343563653,5.145233956814625,12.758110513111907,4.807983327712489,11.921864613933144,13.827275793187537,inf,0,,0
MO,2021,651,602,1603,152286.0,2478144.0,117337.0,152286.0,70467.0,70609.0,18268.0,18506.0,11758.0,12328.0,11024.0,14395.0,2675.0,7227.0,3145.0,29221.0,46870.0,81677.0,4.27485126669556,10.526246667454657,3.9530882681270767,5.548122075730587,13.889481544698102,5.130521489385275,12.844036697247708,13.661504896153813,inf,0,,0
MO,2022,674,602,1350,153767.0,2564383.0,117985.0,153767.0,70490.0,70580.0,18087.0,18305.0,11947.0,12613.0,11413.0,14850.0,2757.0,7482.0,3291.0,29937.0,47495.0,83187.0,4.383255184792576,8.779517061528157,3.9150142748444074,5.7125905835487565,14.190967470260027,5.102343518243845,12.675018422991895,11.442132474467092,inf,0,,0
MO,2023,733,645,1355,151475.0,2631543.0,117985.0,153767.0,70490.0,70580.0,18087.0,18305.0,11947.0,12613.0,11413.0,14850.0,2757.0,7482.0,3291.0,29937.0,47495.0,83187.0,4.839082356824559,8.945370523188645,4.258128404027067,6.2126541509513915,15.433203495104749,5.466796626689833,13.58037688177703,11.484510742891045,inf,0,,0
MO,2024,664,484,1128,151475.0,2631543.0,117985.0,153767.0,70490.0,70580.0,18087.0,18305.0,11947.0,12613.0,11413.0,14850.0,2757.0,7482.0,3291.0,29937.0,47495.0,83187.0,4.383561643835616,7.446773394949662,3.1952467403862026,5.627834046700851,13.980418991472787,4.102216383438573,10.190546373302453,9.560537356443614,inf,0,,0
MS,2017,118,116,140,59294.0,939485.0,44508.0,59294.0,24136.0,24166.0,8258.0,8389.0,4946.0,5275.0,4184.0,5670.0,1152.0,3456.0,1832.0,12338.0,20372.0,35128.0,1.9900833136573683,2.3611157958646745,1.9563530880021587,2.6512087714568167,5.792263891615943,2.6062730295677183,5.694089927351266,3.1455019322369013,inf,0,,0
MS,2018,138,134,155,59271.0,944890.0,44563.0,59271.0,24333.0,24370.0,8107.0,8232.0,4950.0,5246.0,4205.0,5699.0,1104.0,3164.0,1864.0,12560.0,20230.0,34901.0,2.328288707799767,2.6151068819490138,2.26080207858818,3.0967394475237304,6.821552150271874,3.0069788838273905,6.623826000988631,3.4782218432331757,inf,0,,0
MS,2019,128,120,144,59130.0,958126.0,44293.0,59130.0,24147.0,24196.0,8057.0,8168.0,4857.0,5143.0,4222.0,5665.0,1128.0,3318.0,1882.0,12640.0,20146.0,34934.0,2.164721799424996,2.4353120243531206,2.0294266869609334,2.889847154177861,6.353618584334359,2.709231707041745,5.956517422813462,3.251078048450094,inf,0,,0
MS,2020,123,112,148,58897.0,949927.0,44099.0,58897.0,24176.0,24233.0,7953.0,8081.0,4787.0,5047.0,4203.0,5615.0,1103.0,3171.0,1877.0,12750.0,19923.0,34664.0,2.088391598892983,2.5128614360663533,1.9016248705366996,2.789178892945418,6.173769010691161,2.5397401301616815,5.621643326808211,3.356085171999365,inf,0,,0
MS,2021,171,160,196,59805.0,930852.0,45160.0,59805.0,25017.0,25095.0,8075.0,8215.0,4893.0,5165.0,4233.0,5745.0,1069.0,2999.0,1873.0,12586.0,20143.0,34710.0,2.8592927012791574,3.2773179500041802,2.675361591840147,3.7865367581930913,8.489301494315644,3.5429583702391496,7.9432060765526495,4.340124003542958,inf,0,,0
MS,2022,184,154,204,60469.0,944580.0,45506.0,60469.0,25124.0,25159.0,8024.0,8133.0,4930.0,5203.0,4399.0,5896.0,1119.0,3321.0,1910.0,12757.0,20382.0,35310.0,3.0428814764590117,3.373629463030644,2.5467594966015645,4.043422845339077,9.02757334903346,3.384169120555531,7.555686389951918,4.482925328528106,inf,0,,0
MS,2023,155,136,164,60465.0,956079.0,45506.0,60469.0,25124.0,25159.0,8024.0,8133.0,4930.0,5203.0,4399.0,5896.0,1119.0,3321.0,1910.0,12757.0,20382.0,35310.0,2.5634664682047466,2.7123129082940545,2.2492350946828745,3.4061442447149823,7.6047492885879695,2.988616885685404,6.672554214502992,3.603920362150046,inf,0,,0
MS,2024,189,130,197,60465.0,956079.0,45506.0,60469.0,25124.0,25159.0,8024.0,8133.0,4930.0,5203.0,4399.0,5896.0,1119.0,3321.0,1910.0,12757.0,20382.0,35310.0,3.1257752418754654,3.2580831886215167,2.150004134623336,4.1532984661363335,9.272887842213718,2.856766140728695,6.378176822686685,4.329099459411945,inf,0,,0
MT,2017,141,136,157,38192.0,376565.0,32812.0,38192.0,20667.0,20687.0,5277.0,5329.0,3121.0,3298.0,2300.0,3172.0,534.0,1610.0,913.0,4096.0,12145.0,17505.0,3.6918726434855467,4.110808546292417,3.5609551738583995,4.2972083384127755,11.609715932482501,4.144825064000975,11.198023878139152,4.784834816530537,inf,0,,0
MT,2018,124,117,135,38720.0,371239.0,33386.0,38720.0,21147.0,21164.0,5274.0,5332.0,3218.0,3408.0,2298.0,3077.0,529.0,1628.0,920.0,4111.0,12239.0,17556.0,3.2024793388429753,3.4865702479338845,3.021694214876033,3.7141316719583055,10.131546694991421,3.504462948541305,9.559604542854808,4.0436110944707355,inf,0,,0
MT,2019,119,115,135,38959.0,375176.0,33556.0,38959.0,21334.0,21348.0,5282.0,5357.0,3130.0,3298.0,2329.0,3115.0,539.0,1604.0,942.0,4237.0,12222.0,17611.0,3.0544931851433557,3.4651813444903614,2.9518211453066043,3.5463106448921207,9.736540664375717,3.427106925736083,9.409261986581575,4.023125521516271,inf,0,,0
MT,2020,155,143,167,39505.0,377638.0,33993.0,39505.0,21653.0,21675.0,5339.0,5416.0,3123.0,3266.0,2351.0,3081.0,550.0,1718.0,977.0,4349.0,12340.0,17830.0,3.9235539805087964,4.227312998354639,3.619794962662954,4.559762304003765,12.560777957860616,4.206748448209925,11.588330632090763,4.912776159797605,inf,0,,0
MT,2021,192,173,200,40716.0,380268.0,35203.0,40716.0,22541.0,22561.0,5497.0,5564.0,3319.0,3482.0,2293.0,3041.0,528.0,1618.0,1025.0,4450.0,12662.0,18155.0,4.715590922487474,4.912073877591119,4.248943904116318,5.454080618129137,15.163481282577791,4.914353890293441,13.662928447322697,5.681333977217851,inf,0,,0
MT,2022,249,227,254,42015.0,398871.0,36155.0,42015.0,23063.0,23092.0,5569.0,5635.0,3384.0,3575.0,2485.0,3381.0,576.0,1682.0,1078.0,4650.0,13092.0,18923.0,5.9264548375580155,6.045459954778056,5.402832321789837,6.887014244226248,19.019248395967,6.278523025860877,17.33883287503819,7.025307702945651,inf,0,,0
MT,2023,215,190,223,42566.0,409312.0,36155.0,42015.0,23063.0,23092.0,5569.0,5635.0,3384.0,3575.0,2485.0,3381.0,576.0,1682.0,1078.0,4650.0,13092.0,18923.0,5.0509796551238075,5.23892308415167,4.463656439411737,5.946618724934311,16.422242590895205,5.255151431337298,14.512679498930645,6.1678882588853545,inf,0,,0
MT,2024,224,159,237,42566.0,409312.0,36155.0,42015.0,23063.0,23092.0,5569.0,5635.0,3384.0,3575.0,2485.0,3381.0,576.0,1682.0,1078.0,4650.0,13092.0,18923.0,5.262416012780154,5.567824084950431,3.7353756519287695,6.195546950629236,17.109685304002443,4.397731987277002,12.144821264894592,6.555109943299683,inf,0,,0
NC,2017,1156,1119,1292,233363.0,3774377.0,177764.0,233363.0,105186.0,105313.0,29174.0,29477.0,18559.0,19508.0,17075.0,22339.0,3972.0,11112.0,3798.0,45614.0,72578.0,128050.0,4.953655892322262,5.536438938477822,4.7951046224122935,6.503003982808668,15.927691586982279,6.29486285187102,15.417895229959491,7.268063274903805,inf,0,,0
NC,2018,1241,1207,1371,234948.0,3848565.0,180263.0,234948.0,106611.0,106764.0,29491.0,29785.0,19063.0,19950.0,17331.0,22298.0,3901.0,10639.0,3866.0,45512.0,73652.0,128184.0,5.282019851201118,5.8353337759844734,5.137306978565469,6.8843855921625625,16.84950849942975,6.6957722882676975,16.38787812958236,7.605554107054692,inf,0,,0
NC,2019,1323,1265,1460,238015.0,3932620.0,182451.0,238015.0,108386.0,108575.0,29816.0,30120.0,18962.0,19838.0,17408.0,22207.0,3915.0,10746.0,3964.0,46529.0,74065.0,129440.0,5.558473205470244,6.134067180639875,5.314791084595509,7.25126198266932,17.862688179301962,6.933368411244663,17.07959225005063,8.00214852206894,inf,0,,0
NC,2020,1246,1176,1472,240760.0,3962754.0,185196.0,240760.0,111019.0,111221.0,29742.0,30060.0,19165.0,20003.0,17316.0,21919.0,3926.0,10636.0,4028.0,46921.0,74177.0,129539.0,5.175278285429473,6.113972420667885,4.88453231433793,6.728007084386272,16.797659651913666,6.350029158297156,15.853970907424134,7.948335817188276,inf,0,,0
NC,2021,1481,1347,1640,247458.0,3903814.0,191984.0,247458.0,117059.0,117288.0,30658.0,30968.0,19591.0,20400.0,16821.0,21587.0,3837.0,10448.0,4018.0,46767.0,74925.0,130170.0,5.984853995425486,6.627387273799998,5.443347962078413,7.714184515376282,19.766433099766434,7.016209684140345,17.97797797797798,8.542378531544296,inf,0,,0
NC,2022,1631,1440,1752,254636.0,4106761.0,197185.0,254636.0,119634.0,119764.0,30986.0,31345.0,20197.0,21158.0,18110.0,23433.0,4024.0,10980.0,4234.0,47956.0,77551.0,134872.0,6.405221571183965,6.880409682841389,5.655131246171004,8.271420239876258,21.03132132403193,7.302786723128026,18.56842593905946,8.885057179805766,inf,0,,0
NC,2023,1661,1470,1775,258169.0,4279425.0,197185.0,254636.0,119634.0,119764.0,30986.0,31345.0,20197.0,21158.0,18110.0,23433.0,4024.0,10980.0,4234.0,47956.0,77551.0,134872.0,6.433770127319701,6.875341346172468,5.693944664154101,8.423561629941425,21.418163531095665,7.454928113193194,18.9552681461232,9.001698912189061,inf,0,,0
NC,2024,1830,1337,1942,258169.0,4279425.0,197185.0,254636.0,119634.0,119764.0,30986.0,31345.0,20197.0,21158.0,18110.0,23433.0,4024.0,10980.0,4234.0,47956.0,77551.0,134872.0,7.0883800921102065,7.522204447474329,5.178778242159206,9.280624793975202,23.597374630888062,6.78043461723762,17.240267694807287,9.848619316885157,inf,0,,0
ND,2017,57,57,61,24596.0,340521.0,19789.0,24596.0,11002.0,11008.0,3205.0,3243.0,2192.0,2330.0,1915.0,2780.0,571.0,1618.0,904.0,3617.0,8787.0,13588.0,2.3174499918685965,2.48007806147341,2.3174499918685965,2.8803880943958764,6.486855582109936,2.8803880943958764,6.486855582109936,3.0825205922482186,inf,0,,0
ND,2018,84,82,88,24566.0,346155.0,19823.0,24566.0,10989.0,10993.0,3248.0,3289.0,2205.0,2357.0,1915.0,2712.0,547.0,1539.0,919.0,3676.0,8834.0,13573.0,3.419360091182936,3.582186762191647,3.3379467556785802,4.237501891741916,9.508716323296355,4.136608989557584,9.282318315598822,4.439287696110579,inf,0,,0
ND,2019,83,79,93,24654.0,353333.0,19812.0,24654.0,10983.0,10995.0,3225.0,3267.0,2170.0,2312.0,1913.0,2685.0,576.0,1614.0,945.0,3781.0,8829.0,13659.0,3.3665936562018337,3.7722073497201265,3.204348178794516,4.189380173632142,9.400838147015518,3.987482333939027,8.947785706195493,4.69412477286493,inf,0,,0
ND,2020,79,79,84,24510.0,355103.0,19684.0,24510.0,10893.0,10903.0,3186.0,3230.0,2149.0,2283.0,1926.0,2665.0,576.0,1660.0,954.0,3769.0,8791.0,13607.0,3.223174214606283,3.427172582619339,3.223174214606283,4.0134119081487505,8.986463428506427,4.0134119081487505,8.986463428506427,4.2674253200568995,inf,0,,0
ND,2021,92,85,100,24816.0,332684.0,19989.0,24816.0,11213.0,11233.0,3248.0,3288.0,2221.0,2367.0,1816.0,2571.0,560.0,1661.0,931.0,3696.0,8776.0,13583.0,3.7072856221792394,4.029658284977434,3.4252095422308186,4.602531392265746,10.48313582497721,4.2523387863324835,9.685505925250684,5.002751513332333,inf,0,,0
ND,2022,91,80,102,25098.0,342345.0,20090.0,25098.0,11153.0,11171.0,3264.0,3304.0,2186.0,2338.0,1945.0,2784.0,565.0,1737.0,977.0,3764.0,8937.0,13927.0,3.625786915292055,4.064068850107579,3.1875049804765316,4.529616724738676,10.182387825892357,3.982080637132902,8.951549737048225,5.07715281234445,inf,0,,0
ND,2023,125,112,134,25402.0,352108.0,20090.0,25098.0,11153.0,11171.0,3264.0,3304.0,2186.0,2338.0,1945.0,2784.0,565.0,1737.0,977.0,3764.0,8937.0,13927.0,4.920872372254154,5.275175183056452,4.409101645539721,6.222000995520159,13.986796464137853,5.574912891986063,12.532169631867518,6.669985067197611,inf,0,,0
ND,2024,108,80,112,25402.0,352108.0,20090.0,25098.0,11153.0,11171.0,3264.0,3304.0,2186.0,2338.0,1945.0,2784.0,565.0,1737.0,977.0,3764.0,8937.0,13927.0,4.251633729627589,4.409101645539721,3.149358318242658,5.375808860129418,12.084592145015106,3.982080637132902,8.951549737048225,5.574912891986063,inf,0,,0
NE,2017,219,208,246,54954.0,833472.0,43709.0,54954.0,25582.0,25606.0,7049.0,7126.0,4368.0,4624.0,4083.0,5729.0,1047.0,3316.0,1580.0,8553.0,18127.0,29348.0,3.9851512173818104,4.476471230483678,3.7849838046366053,5.010409755427943,12.081425497876095,4.758745338488641,11.474595906658575,5.628131506097143,inf,0,,0
NE,2018,184,177,216,54875.0,845616.0,43847.0,54875.0,25748.0,25767.0,6927.0,7016.0,4461.0,4715.0,4093.0,5658.0,1031.0,3190.0,1587.0,8529.0,18099.0,29108.0,3.353075170842825,3.93621867881549,3.225512528473804,4.196410244714576,10.166307530802808,4.036764202796086,9.779545831261395,4.926220722056241,inf,0,,0
